Name; Blog; Error; Improved; new URL; accessable
Global Incident Map;null;No link;false;;false
Global Matrix API;http://www.travelagentmusings.com/;-;false;;false
Global Namaz Prayer Times Calculator;null;No link;false;;false
Global Names Resolver API;null;No link;false;;false
Global Sports Media API;http://Updates_provided_to_customers_within_the_Client_Portal;java.net.UnknownHostException;false;;false
Global Surfari;null;No link;false;;false
Global Tennis Network API;http://www.globaltennisnetwork.com/tennis-community/tenni...;-;false;;false
Global View;null;No link;false;;false
Global Voices Map;null;No link;false;;false
Global Weather Service;null;No link;false;;false
GlobalBulkSMS API;null;No link;false;;false
GlobalItWebs API;null;No link;false;;false
GlobalQuran API;http://blog.globalquran.com/;-;false;;false
GlobalSign API;null;No link;false;;false
GlobalTeach LMS API;null;No link;false;;false
GlobalTranz Carrierrate API;null;No link;false;;false
Globalstar OSAT API;null;No link;false;;false
Globe Genie;null;No link;false;;false
Globe Labs API;null;No link;false;;false
GlobeFeed Maps;null;No link;false;;false
GlobeXplorer API;null;No link;false;;false
Globedia API;null;No link;false;;false
Globus Online Transfer API;https://www.globusonline.org/blog/;-;false;;false
Glocal Focal US Mortality Data API;http://www.glocalfocal.com/en/connect/blog.html;-;true;http://www.glocalfocal.com;true
Gloe API;null;No link;false;;false
Gloomshade API;https://www.gloomshade.com/index.php?page=home.link.Blog;java.net.ConnectException;false;;false
Gloposis;null;No link;false;;false
Glosbe API;http://glosbe.com/blog;-;true;http://glosbe.com;true
Glosk API;null;No link;false;;false
Glotter Maps;null;No link;false;;false
Glow API;http://thisisglow.com/blog/;java.net.UnknownHostException;true;http://thisisglow.com;false
Glue One Out;null;No link;false;;false
GlueToGo;null;No link;false;;false
Glympse API;null;No link;false;;false
Gmail and Box.net;null;No link;false;;false
GmapWiki.com;null;No link;false;;false
Gmaps Pedometer;null;No link;false;;false
Gmarjil;null;No link;false;;false
Gnip API;http://blog.gnip.com/;-;false;;false
Gnome API;null;No link;false;;false
Gnosh;null;No link;false;;false
Go Gas;null;No link;false;;false
Go Music Video;null;No link;false;;false
Go Processing API;http://www.goprocessing.in/blog/;-;false;;false
Go-Go Google Gadget;null;No link;false;;false
Go.USA.gov API;null;No link;false;;false
GoBYO - Bring Your Own Wine Guide;null;No link;false;;false
GoBox API;null;No link;false;;false
GoCardless API;null;No link;false;;false
GoCoin API;null;No link;false;;false
GoCrowdless;null;No link;false;;false
GoDaddy API;null;No link;false;;false
GoDo API;null;No link;false;;false
GoFax Fax API;http://www.gofax.com.au/MediaCentre/;java.net.UnknownHostException;true;http://com.au;false
GoFax SMS API;http://www.gofax.com.au/MediaCentre/;java.net.UnknownHostException;true;http://com.au;false
GoGrid API;http://Blog;java.net.UnknownHostException;false;;false
GoInstant API;https://goinstant.com/blog;java.net.UnknownHostException;true;https://goinstant.com;false
GoLater;null;No link;false;;false
GoMoText SMS Gateway API;null;No link;false;;false
GoMobileIQ Headlight API;null;No link;false;;false
GoMojo;null;No link;false;;false
GoMummy API;null;No link;false;;false
GoNudge SMS API;null;No link;false;;false
GoPollGo API;http://gopollgo.com/blog;java.net.ConnectException;false;;false
GoSeeOregon.com;null;No link;false;;false
GoSquared API;https://www.gosquared.com/blog/;-;false;;false
GoTime for iPhone;null;No link;false;;false
GoToBilling API;http://www.gotobilling.com/blog/;-;true;http://gotobilling.com;true
GoVivace API;http://www.govivace.com/blog;-;true;http://govivace.com;true
GoWaza;null;No link;false;;false
Goal Prompt;null;No link;false;;false
GoalAPI.com API;null;No link;false;;false
GoalBit API;null;No link;false;;false
Goalazo;null;No link;false;;false
Goboz;null;No link;false;;false
Gogo Inflight Internet;null;No link;false;;false
Golbal Hotel Price Map;null;No link;false;;false
Gold Coast Map;null;No link;false;;false
GoldenDict;null;No link;false;;false
Goldstar API;null;No link;false;;false
Golem.de API;null;No link;false;;false
Golf Bonk;null;No link;false;;false
Golf Channel CRM Tee Time API;null;No link;false;;false
Golf Course Finder;null;No link;false;;false
Golf Course Search;null;No link;false;;false
Golf Earth;null;No link;false;;false
Golf Finder;null;No link;false;;false
Golf Guide;null;No link;false;;false
Golf World Map;null;No link;false;;false
Golf World Wide;null;No link;false;;false
Golf in Spain course map;null;No link;false;;false
Golf-finder;null;No link;false;;false
GolfNet API;null;No link;false;;false
GolfNow API;null;No link;false;;false
Golfballs.com API;null;No link;false;;false
Golfersfield;null;No link;false;;false
Golfplatzfinder;null;No link;false;;false
Golm Metabalome Database API;null;No link;false;;false
Gomi API;null;No link;false;;false
GooMaps Radar;null;No link;false;;false
GooTube;null;No link;false;;false
Goocam;null;No link;false;;false
Good Business Day Exchanges API;null;No link;false;;false
Good Technology DocuSign Integration;null;No link;false;;false
Good Technology Good Dynamics Shared Service Framework API;https://begood.good.com/community/blogs;javax.net.ssl.SSLHandshakeException;false;;false
GoodBad.me - Twitter Till Judgement Day;null;No link;false;;false
GoodBuyNow.com;null;No link;false;;false
GoodData API;null;No link;false;;false
GoodGuide API;http://blog.goodguide.com/;javax.net.ssl.SSLHandshakeException;false;;false
GoodReader and Box.net;null;No link;false;;false
GoodRx API;http://www.goodrx.com/blog;-;false;;false
GoodStorm API;null;No link;false;;false
Goodreads API;http://www.goodreads.com/blog;-;false;;false
Goodsie API;http://blog.goodsie.com/;-;false;;false
Goodzer Local products API;http://blog.goodzer.com/;-;false;;false
GoogLawyers;null;No link;false;;false
GoogText;null;No link;false;;false
GoogaWho? Side-by-Side search;null;No link;false;;false
Googe Refine ReconciliationService API;null;No link;false;;false
Google AJAX Language API;null;No link;false;;false
Google AJAX Libraries API;null;No link;false;;false
Google AJAX Tune Bar;null;No link;false;;false
Google APIs Discovery API;null;No link;false;;false
Google AdSense API;null;No link;false;;false
Google AdWords API;null;No link;false;;false
Google AdWords Performance Widget;null;No link;false;;false
Google Affiliate Network API;http://googleaffiliatenetwork-blog.blogspot.com/;-;false;;false
Google Ajax Feeds API;null;No link;false;;false
Google Ajax Search API;null;No link;false;;false
Google Analytics + Olark = Understand your Chat Conversion;null;No link;false;;false
Google Analytics API;null;No link;false;;false
Google Analytics Counter;null;No link;false;;false
Google Analytics and Box.net;null;No link;false;;false
Google App Engine API;null;No link;false;;false
Google Apps Email Migration API;null;No link;false;;false
Google Apps Group Migration API;null;No link;false;;false
Google Apps Marketplace API;null;No link;false;;false
Google Apps Profiles Data API;null;No link;false;;false
Google Apps Reseller API;http://googleappsdeveloper.blogspot.com/;-;false;;false
Google Apps Script API;null;No link;false;;false
Google Apps and Box.net;null;No link;false;;false
Google Base API;null;No link;false;;false
Google Base Tools;null;No link;false;;false
Google Base and Google Maps Mashup;null;No link;false;;false
Google BigQuery API;null;No link;false;;false
Google Book Search Book Viewability API;null;No link;false;;false
Google Books API;http://booksearch.blogspot.com/;-;false;;false
Google Buzz API;http://googlesocialweb.blogspot.com/;-;false;;false
Google Buzz Trend Search;null;No link;false;;false
Google Buzz Widget;null;No link;false;;false
Google Buzz via SMS;null;No link;false;;false
Google CalDAV API;null;No link;false;;false
Google Calendar API;null;No link;false;;false
Google Campus Map Development;null;No link;false;;false
Google CardDAV API;null;No link;false;;false
Google Chart API;null;No link;false;;false
Google Checkout API;null;No link;false;;false
Google Civic Information API;null;No link;false;;false
Google Client Authentication API;null;No link;false;;false
Google Closure Compiler API;null;No link;false;;false
Google Cloud DNS API;null;No link;false;;false
Google Cloud Print API;null;No link;false;;false
Google Cloud SQL API;null;No link;false;;false
Google Code Search API;null;No link;false;;false
Google Commerce Search API;null;No link;false;;false
Google Compute Engine API;null;No link;false;;false
Google Contacts API;null;No link;false;;false
Google Contacts Integration Tradeshift App;null;No link;false;;false
Google Contacts Map;null;No link;false;;false
Google Coordinate API;null;No link;false;;false
Google Custom Search API;null;No link;false;;false
Google Desktop API;null;No link;false;;false
Google Desktop Slideshow;null;No link;false;;false
Google Diacritize API;null;No link;false;;false
Google Directions API;null;No link;false;;false
Google Distance Matrix API;null;No link;false;;false
Google Docs Viewer and Box.net;null;No link;false;;false
Google Documents List API;null;No link;false;;false
Google DoubleClick Ad Exchange Seller API;null;No link;false;;false
Google Drive API;null;No link;false;;false
Google Earth API;null;No link;false;;false
Google Earth Book Tour;null;No link;false;;false
Google Earth Puzzler;null;No link;false;;false
Google Earth Tag;null;No link;false;;false
Google Email Settings API;null;No link;false;;false
Google Enhancer - True Knowledge;null;No link;false;;false
Google Enterprise License Manager API;null;No link;false;;false
Google Finance Historical Data;null;No link;false;;false
Google Finance Portfolio API;null;No link;false;;false
Google Finance on Google Maps;null;No link;false;;false
Google Font API;null;No link;false;;false
Google Friend Connect API;null;No link;false;;false
Google Fusion Tables API;null;No link;false;;false
Google Gears API;null;No link;false;;false
Google Gears Geolocation API;http://Google_Code_Blog;java.net.UnknownHostException;false;;false
Google Geocoding API;http://googleblog.blogspot.com/;-;false;;false
Google Gmail OAuth API;null;No link;false;;false
Google Health API;null;No link;false;;false
Google Homepage API;null;No link;false;;false
Google Hot Keys;null;No link;false;;false
Google Hot Trends + Twitter + Google Maps;null;No link;false;;false
Google In-App Payments API;null;No link;false;;false
Google Issue Tracker Data API;null;No link;false;;false
Google Landmarks UK;null;No link;false;;false
Google Latitude API;null;No link;false;;false
Google Lyrics Gadget;null;No link;false;;false
Google Map Atlas;null;No link;false;;false
Google Map Search Gadget;null;No link;false;;false
Google Map Travel Generator;null;No link;false;;false
Google Maps + Fast Food;null;No link;false;;false
Google Maps API;null;No link;false;;false
Google Maps API v3 Tool;null;No link;false;;false
Google Maps Data API;null;No link;false;;false
Google Maps Distance Calculator;null;No link;false;;false
Google Maps Elevation API;null;No link;false;;false
Google Maps Flash API;null;No link;false;;false
Google Maps Flight Simulator;null;No link;false;;false
Google Maps Golf;null;No link;false;;false
Google Maps Guide to Ghostbusters;null;No link;false;;false
Google Maps Instant;null;No link;false;;false
Google Maps Meets Stuffopolis;null;No link;false;;false
Google Maps Multiuser Conversational Game;null;No link;false;;false
Google Maps Quiz;null;No link;false;;false
Google Maps Route Planner;null;No link;false;;false
Google Maps Weather Mashup;null;No link;false;;false
Google Maps and Last.FM Mashup;null;No link;false;;false
Google Maps to Browse Warcraft Cards;null;No link;false;;false
Google Mashup Editor API;null;No link;false;;false
Google Moderator API;null;No link;false;;false
Google Multilingual Voice Search;null;No link;false;;false
Google News Bar;null;No link;false;;false
Google Notebook API;null;No link;false;;false
Google O3D API;null;No link;false;;false
Google OpenID API;null;No link;false;;false
Google Page Speed Online API;null;No link;false;;false
Google Patent Search API;null;No link;false;;false
Google Payment Express API;null;No link;false;;false
Google Picasa API;null;No link;false;;false
Google Places API;null;No link;false;;false
Google Plus API;http://googleplusplatform.blogspot.com/;-;false;;false
Google Plus Domains API;null;No link;false;;false
Google Plus Hangouts API;null;No link;false;;false
Google Plus History API;http://googleplusplatform.blogspot.com/;-;false;;false
Google PowerMeter API;null;No link;false;;false
Google Prediction API;null;No link;false;;false
Google Provisioning API;null;No link;false;;false
Google Reader Subscriber Statistics API;http://blog.cartercole.com/;-;false;;false
Google Real Time Reporting API;null;No link;false;;false
Google Research Search API;null;No link;false;;false
Google Safe Browsing API;null;No link;false;;false
Google Save to Wallet API;null;No link;false;;false
Google Search API;null;No link;false;;false
Google Shared Spaces API;null;No link;false;;false
Google Shopping Content API;null;No link;false;;false
Google Shopping Search API;null;No link;false;;false
Google Sidewiki API;null;No link;false;;false
Google Single SignOn API;null;No link;false;;false
Google Site Verification API;null;No link;false;;false
Google Sites API;null;No link;false;;false
